make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,Nm/kgm,rpm,seats,country
Hyundai,i20,2017,670000,80000,Diesel,Individual,Manual,First Owner,23,1396,89,220,2125,5,South Korea
Maruti,Alto,2010,240000,80000,Petrol,Individual,Manual,Second Owner,21,998,67,90,3500,5,India
Skoda,Rapid,2013,455000,98000,Diesel,Individual,Manual,First Owner,20,1598,104,250,2500,5,Czech Republic
Maruti,Swift,2018,750000,25000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,Swift,2016,700000,90000,Diesel,Individual,Automatic,First Owner,27,1248,74,190,2000,5,India
Tata,Nano,2016,220000,22000,Petrol,Individual,Automatic,First Owner,22,624,37,51,4000,4,India
Tata,Indica,2014,160000,120000,Diesel,Individual,Manual,First Owner,25,1396,69,140,3000,5,India
Chevrolet,Sail,2013,225000,100000,Diesel,Individual,Manual,Second Owner,22,1248,77,205,1750,5,United States
Tata,Indigo,2008,140000,120000,Diesel,Individual,Manual,Second Owner,19,1396,69,135,2500,5,India
Maruti,Swift,2014,600000,70000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Mahindra,XUV500,2015,1000000,24700,Diesel,Individual,Manual,First Owner,16,2179,140,330,2800,7,India
Chevrolet,Spark,2008,65000,100000,Petrol,Individual,Manual,Third Owner,18,995,62,90,4200,5,United States
Maruti,Ignis,2019,500000,10000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Mahindra,XUV500,2017,1150000,43526,Diesel,Dealer,Manual,First Owner,16,2179,140,330,2800,7,India
Ford,Ecosport,2019,950000,16034,Diesel,Dealer,Manual,First Owner,22,1498,99,215,2500,5,United States
Ford,Figo,2012,250000,156040,Diesel,Dealer,Manual,First Owner,20,1399,68,160,2000,5,United States
Maruti,Baleno,2017,600000,20000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Maruti,Swift,2017,509999,46000,Petrol,Individual,Manual,First Owner,22,1197,82,113,4200,5,India
Skoda,Rapid,2016,395000,50000,Petrol,Individual,Manual,Third Owner,15,1598,103,153,3800,5,Czech Republic
Maruti,Wagon,2018,469000,5000,Petrol,Individual,Manual,First Owner,22,998,67,90,3500,5,India
Maruti,Alto,2017,250000,42000,Petrol,Individual,Manual,First Owner,25,796,47,69,3500,5,India
Chevrolet,Spark,2011,130000,68519,Petrol,Dealer,Manual,First Owner,16,995,62,90,4200,5,United States
Ford,EcoSport,2019,906000,30000,Diesel,Individual,Manual,First Owner,23,1498,99,205,3250,5,United States
Ford,Figo,2011,160000,85000,Diesel,Individual,Manual,First Owner,20,1399,68,160,2000,5,United States
Maruti,Swift,2012,300000,88000,Petrol,Individual,Manual,First Owner,18,1298,86,114,4000,5,India
Maruti,800,2010,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,14,796,38,6,500,5,India
Maruti,Swift,2014,400000,100000,Petrol,Individual,Manual,Second Owner,19,1197,86,114,4000,5,India
Tata,Tiago,2018,450000,22966,Petrol,Dealer,Manual,First Owner,24,1199,84,113,3300,5,India
Mahindra,Bolero,2014,465000,80000,Diesel,Individual,Manual,Second Owner,16,2523,62,195,2200,7,India
Maruti,Swift,2012,325000,80000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Maruti,Alto,2008,150000,70000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Hyundai,EON,2014,250000,2350,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Maruti,Alto,2011,175000,50000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Maruti,Alto,2010,175000,58000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Honda,City,2006,150000,80000,Petrol,Individual,Manual,Second Owner,17,1497,100,14,4800,5,Japan
Mahindra,Bolero,2018,797000,60000,Diesel,Individual,Manual,First Owner,16,1493,70,195,2200,7,India
Hyundai,Elite,2019,800000,35000,Petrol,Individual,Manual,First Owner,19,1197,82,117,4000,5,South Korea
Mahindra,Bolero,2019,750000,59872,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Mahindra,Scorpio,2011,400000,140000,Diesel,Individual,Manual,Second Owner,14,2179,115,278,1950,5,India
Maruti,Alto,2012,160000,110000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Mahindra,Bolero,2016,700000,91182,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Maruti,Alto,2010,160000,60000,Petrol,Individual,Manual,Third Owner,20,796,46,62,3000,5,India
Hyundai,i20,2012,400000,100000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2125,5,South Korea
Toyota,Etios,2013,451000,120000,Diesel,Individual,Manual,First Owner,24,1364,67,170,2400,5,Japan
Maruti,800,2002,40000,80000,Petrol,Individual,Manual,First Owner,16,796,37,59,2500,4,India
Tata,Manza,2012,300000,70000,Diesel,Individual,Manual,Third Owner,21,1248,89,200,3000,5,India
Maruti,Celerio,2017,421000,59500,Petrol,Individual,Manual,Second Owner,23,998,67,90,3500,5,India
Maruti,Omni,2000,80000,100000,CNG,Individual,Manual,Second Owner,11,796,92,0,3011,8,India
Maruti,Vitara,2016,950000,45000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Hyundai,i20,2011,395000,75500,Diesel,Individual,Manual,Second Owner,23,1396,90,22,2250,5,South Korea
Maruti,Vitara,2016,950000,46000,Diesel,Individual,Manual,Second Owner,24,1248,88,200,1750,5,India
Maruti,Alto,2013,270000,60000,Petrol,Individual,Manual,First Owner,23,796,47,69,3500,5,India
Hyundai,i20,2009,360000,60000,Petrol,Individual,Automatic,Second Owner,15,1396,100,14,4200,5,South Korea
Maruti,Swift,2008,235000,152500,Diesel,Individual,Manual,First Owner,18,1248,75,190,2000,5,India
Honda,Brio,2012,376000,26000,Petrol,Individual,Manual,First Owner,19,1198,87,109,4500,5,Japan
Ford,Ecosport,2017,875000,77524,Diesel,Dealer,Manual,First Owner,23,1498,90,204,2750,5,United States
Hyundai,i20,2014,459999,40523,Petrol,Dealer,Manual,Second Owner,18,1197,83,114,4000,5,South Korea
Maruti,Swift,2018,755000,39000,Diesel,Dealer,Manual,First Owner,28,1248,74,190,2000,5,India
Mahindra,XUV500,2015,1050000,120000,Diesel,Individual,Manual,Second Owner,15,2179,140,330,2800,7,India
Maruti,Baleno,2018,800000,25000,Petrol,Individual,Automatic,First Owner,21,1197,83,115,4000,5,India
Maruti,Swift,2015,600000,31000,Diesel,Individual,Manual,Second Owner,25,1248,74,190,2000,5,India
Maruti,Baleno,2017,530000,42000,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Maruti,Swift,2015,450000,80000,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Maruti,Alto,2011,235000,60000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Skoda,Rapid,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14,1598,104,153,3800,5,Czech Republic
Tata,Sumo,2008,150000,120000,Diesel,Individual,Manual,First Owner,12,1948,68,115,500,9,India
Volkswagen,Vento,2015,515000,120000,Diesel,Individual,Manual,Second Owner,20,1498,103,250,2500,5,Germany
Hyundai,i10,2009,160000,35000,Petrol,Individual,Manual,Third Owner,20,1086,68,99,4500,5,South Korea
Maruti,Alto,2007,110000,120000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Maruti,Swift,2014,360000,70000,Diesel,Individual,Manual,First Owner,25,1248,74,190,2000,5,India
Maruti,Swift,2009,210000,110000,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,India
Hyundai,Verna,2011,260000,90000,Diesel,Individual,Manual,Third Owner,16,1493,110,24,2750,5,South Korea
Maruti,Alto,2007,128000,60000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Hyundai,Verna,2015,600000,80000,Diesel,Individual,Manual,Second Owner,24,1582,126,260,2325,5,South Korea
Maruti,Swift,2019,675000,25000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,SX4,2010,300000,50000,Petrol,Individual,Manual,First Owner,15,1586,105,145,100,5,India
Maruti,800,2009,125000,80000,Petrol,Individual,Manual,First Owner,16,796,37,59,2500,4,India
Hyundai,Grand,2017,550000,25000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Alto,2007,150000,80000,Petrol,Individual,Manual,Third Owner,20,796,46,62,3000,5,India
Mahindra,Scorpio,2017,891000,80000,Diesel,Individual,Manual,First Owner,15,2179,120,280,2800,7,India
Toyota,Innova,2015,1050000,70000,Diesel,Individual,Manual,First Owner,13,2494,101,200,3600,7,Japan
Maruti,Baleno,2018,750000,15000,Petrol,Individual,Manual,First Owner,21,998,100,150,4500,5,India
Hyundai,i20,2012,380000,27500,Petrol,Individual,Manual,First Owner,18,1197,83,114,4000,5,South Korea
Toyota,Innova,2013,800000,110000,Diesel,Individual,Manual,Second Owner,13,2494,101,200,3600,8,Japan
Maruti,Ciaz,2016,700000,70000,Diesel,Individual,Manual,First Owner,28,1248,88,200,1750,5,India
Honda,Mobilio,2015,670000,120000,Diesel,Individual,Manual,First Owner,24,1498,99,200,1750,7,Japan
Honda,City,2007,210000,140000,Petrol,Individual,Manual,First Owner,18,1497,78,13,2700,5,Japan
Maruti,Ignis,2017,370000,40000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Maruti,Baleno,2019,600000,20000,Petrol,Individual,Automatic,First Owner,21,1197,83,115,4000,5,India
Maruti,Vitara,2020,810000,15000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Tata,Tiago,2019,346000,16000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Honda,City,2005,55000,130000,Petrol,Individual,Manual,First Owner,13,1343,90,11,4700,5,Japan
Tata,Safari,2012,250000,118000,Diesel,Individual,Manual,Second Owner,14,2179,138,320,2700,7,India
Maruti,Swift,2006,120000,44000,Petrol,Individual,Manual,Second Owner,16,1298,88,12,4500,5,India
Maruti,Ertiga,2013,600000,50000,Diesel,Individual,Manual,Second Owner,21,1248,89,200,1750,7,India
Maruti,Eeco,2016,330000,60000,Petrol,Individual,Manual,First Owner,15,1196,73,101,3000,5,India
Hyundai,i20,2014,400000,147000,Petrol,Individual,Manual,Second Owner,19,1197,82,115,4000,5,South Korea
Tata,Indica,2004,100000,40000,Diesel,Individual,Manual,Second Owner,17,1405,62,12,2500,5,India
Maruti,Swift,2014,450000,100000,Petrol,Individual,Manual,Third Owner,19,1197,86,114,4000,5,India
Maruti,Ertiga,2017,800000,55000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,7,India
Maruti,Celerio,2015,340000,40000,Diesel,Individual,Manual,Second Owner,28,793,47,125,2000,5,India
Maruti,Ritz,2010,225000,64000,Diesel,Individual,Manual,Third Owner,21,1248,74,113,4500,5,India
Maruti,Zen,2002,55000,100000,Petrol,Individual,Manual,Second Owner,17,993,60,78,4500,5,India
Maruti,Ertiga,2016,900000,50000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,7,India
Maruti,Wagon,2018,465000,30000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Zen,2004,70000,150000,Petrol,Individual,Manual,First Owner,17,993,60,78,4500,5,India
Tata,Zest,2016,400000,24177,Petrol,Individual,Manual,First Owner,18,1193,89,140,4000,5,India
Tata,Indigo,2012,185000,80000,Diesel,Individual,Manual,First Owner,16,1405,70,14,2500,5,India
Maruti,Wagon,2006,140000,150000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Mahindra,Scorpio,2012,532000,121779,Diesel,Individual,Manual,First Owner,12,2179,120,290,2800,8,India
Maruti,Baleno,2017,600000,56000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Maruti,SX4,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15,1586,105,145,100,5,India
Maruti,Swift,2018,459999,12000,Petrol,Individual,Manual,First Owner,20,1197,82,113,4200,5,India
Maruti,Vitara,2017,800000,15381,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Mahindra,Bolero,2011,310000,5000,Diesel,Individual,Manual,First Owner,14,2523,63,180,1500,7,India
Nissan,Terrano,2014,475000,40000,Diesel,Individual,Manual,First Owner,19,1461,108,248,2250,5,Japan
Maruti,Wagon,2016,310000,35000,CNG,Individual,Manual,Second Owner,27,998,58,77,3500,5,India
Maruti,Alto,2018,350000,10000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Maruti,Swift,2018,640000,25000,Petrol,Individual,Automatic,First Owner,22,1197,82,113,4200,5,India
Maruti,Wagon,2017,350000,50000,Petrol,Individual,Automatic,First Owner,21,998,67,90,3500,5,India
Tata,Nexon,2018,600000,30000,Petrol,Individual,Manual,First Owner,17,1198,108,170,4000,5,India
Hyundai,Verna,2015,575000,23000,Diesel,Individual,Manual,First Owner,24,1582,126,260,2325,5,South Korea
Mahindra,Thar,2019,974000,15000,Diesel,Individual,Manual,First Owner,17,2498,105,247,2000,6,India
Maruti,Wagon,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,21,998,67,90,3500,5,India
Maruti,Ertiga,2015,580000,15000,Diesel,Individual,Manual,Second Owner,21,1248,89,200,1750,7,India
Hyundai,Creta,2020,1050000,20000,Diesel,Individual,Manual,First Owner,22,1396,89,220,2125,5,South Korea
Ford,EcoSport,2015,600000,50000,Diesel,Individual,Manual,First Owner,23,1498,99,205,3250,5,United States
Ford,Figo,2017,370000,40000,Petrol,Individual,Manual,Second Owner,18,1196,87,112,4000,5,United States
Maruti,Zen,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18,1061,64,84,3500,5,India
Maruti,Celerio,2017,483000,15000,Petrol,Individual,Manual,First Owner,23,998,67,90,3500,5,India
Hyundai,Grand,2016,470000,10000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Vitara,2018,950000,25000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Hyundai,Verna,2013,450000,50000,Petrol,Individual,Manual,Third Owner,17,1591,121,155,4200,5,South Korea
Toyota,Etios,2011,345000,70000,Petrol,Individual,Manual,First Owner,18,1496,89,132,3000,5,Japan
Maruti,Ignis,2020,600000,5000,Petrol,Individual,Automatic,First Owner,21,1197,82,113,4200,5,India
Maruti,A-Star,2009,300000,60000,Petrol,Individual,Manual,First Owner,19,998,66,90,3500,5,India
Maruti,Zen,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18,998,67,90,3500,5,India
Maruti,800,2004,120000,80000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Hyundai,EON,2018,340000,120000,Petrol,Individual,Manual,First Owner,20,998,68,94,3500,5,South Korea
Honda,City,2007,138000,120000,Petrol,Individual,Manual,Second Owner,18,1497,78,13,2700,5,Japan
Maruti,Swift,2010,231000,80000,Petrol,Individual,Manual,Third Owner,18,1298,86,114,4000,5,India
Mahindra,XUV500,2013,800000,120000,Diesel,Individual,Manual,Second Owner,15,2179,140,330,2800,7,India
Maruti,Wagon,2009,120000,70000,Petrol,Individual,Manual,Second Owner,19,1061,67,84,3500,5,India
Maruti,Wagon,2012,270000,40000,Petrol,Individual,Manual,First Owner,19,998,67,90,3500,5,India
Maruti,Ritz,2011,200000,100000,Petrol,Individual,Manual,Second Owner,21,1197,86,114,4000,5,India
Maruti,Swift,2012,328000,123000,Petrol,Individual,Manual,First Owner,19,1197,86,114,4000,5,India
Hyundai,Verna,2012,432000,77000,Diesel,Individual,Manual,First Owner,22,1582,126,260,2325,5,South Korea
Volkswagen,Polo,2019,565000,7000,Petrol,Individual,Manual,First Owner,19,999,75,95,4300,5,Germany
Maruti,Eeco,2017,390000,70000,Petrol,Individual,Manual,First Owner,15,1196,73,101,3000,5,India
Ford,Figo,2017,600000,30000,Diesel,Individual,Manual,First Owner,26,1498,99,215,3000,5,United States
Hyundai,i20,2011,250000,120000,Diesel,Individual,Manual,Third Owner,23,1396,90,22,2250,5,South Korea
Chevrolet,Spark,2011,165000,70000,Petrol,Individual,Manual,First Owner,18,995,62,90,4200,5,United States
Honda,City,2011,421000,105000,Petrol,Individual,Manual,First Owner,17,1497,118,146,4800,5,Japan
Hyundai,Accent,2012,225000,109322,Petrol,Individual,Manual,Second Owner,16,1495,94,125,3500,5,South Korea
Nissan,Sunny,2013,350000,120000,Diesel,Individual,Manual,First Owner,22,1461,85,200,2000,5,Japan
Maruti,Baleno,2015,600000,70000,Diesel,Individual,Manual,Second Owner,27,1248,74,190,2000,5,India
Tata,Tiago,2018,515000,35000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Maruti,800,1999,80000,80000,Petrol,Individual,Manual,Third Owner,16,796,37,59,2500,4,India
Maruti,SX4,2017,800000,70000,Diesel,Individual,Manual,Second Owner,24,1248,88,200,1750,5,India
Mahindra,Scorpio,2004,120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,10,2179,120,290,2800,7,India
Maruti,Wagon,2017,475000,40000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Wagon,2015,400000,20000,Petrol,Individual,Automatic,First Owner,21,998,67,90,3500,5,India
Hyundai,Santro,2004,80000,90000,Petrol,Individual,Automatic,Second Owner,19,1459,92,0,3011,5,South Korea
Fiat,Grande,2011,300000,60000,Diesel,Individual,Manual,First Owner,20,1248,75,197,1750,5,Italy
Maruti,Wagon,2009,235000,70000,Petrol,Individual,Manual,Second Owner,17,1061,64,9,3500,5,India
Maruti,Wagon,2015,350000,40000,Petrol,Individual,Manual,Second Owner,21,998,67,90,3500,5,India
Maruti,Swift,2017,625000,34000,Diesel,Individual,Manual,Second Owner,28,1248,74,190,2000,5,India
Mahindra,XUV500,2014,525000,120000,Diesel,Individual,Manual,First Owner,15,2179,140,330,2800,7,India
Tata,Tigor,2018,550000,10000,Petrol,Individual,Manual,First Owner,20,1199,84,114,3500,5,India
Mahindra,Bolero,2015,550000,80000,Diesel,Individual,Manual,Second Owner,16,2523,62,195,2200,7,India
Honda,City,2006,200000,100000,Petrol,Individual,Manual,Second Owner,18,1497,78,13,2700,5,Japan
Mahindra,Xylo,2011,350000,120000,Diesel,Individual,Manual,First Owner,13,2489,95,220,2600,8,India
Honda,City,2006,220000,100000,Petrol,Individual,Manual,Second Owner,18,1497,78,13,2700,5,Japan
Hyundai,Grand,2016,412000,25000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Maruti,Wagon,2009,126000,52000,Petrol,Individual,Manual,Second Owner,19,1061,67,84,3500,5,India
Maruti,Swift,2013,430000,63000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Maruti,A-Star,2009,130000,90000,Petrol,Individual,Manual,Second Owner,19,998,66,90,3500,5,India
Tata,Tiago,2017,350000,60000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Maruti,Alto,2011,220000,35000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Mahindra,Bolero,2011,380000,80000,Diesel,Individual,Manual,First Owner,14,2523,63,180,1500,7,India
Ford,Figo,2010,200000,110000,Diesel,Individual,Manual,Second Owner,20,1399,68,160,2000,5,United States
Maruti,Swift,2017,620000,61000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Maruti,Omni,2013,150000,66000,Petrol,Individual,Manual,First Owner,15,796,37,62,2500,8,India
Datsun,GO,2018,450000,80000,Petrol,Individual,Manual,First Owner,21,1198,67,104,4000,7,Japan
Hyundai,Creta,2017,1150000,27000,Diesel,Individual,Manual,Second Owner,20,1582,126,260,2325,5,South Korea
Mahindra,KUV,2018,500000,60000,Petrol,Individual,Manual,First Owner,18,1198,82,115,3600,6,India
Maruti,Wagon,2011,246000,139000,Petrol,Individual,Manual,First Owner,19,998,67,90,3500,5,India
Maruti,Eeco,2017,400000,60000,CNG,Individual,Manual,First Owner,22,1196,62,85,3000,5,India
Maruti,800,2008,65000,10000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Ford,Ecosport,2016,725000,30000,Diesel,Individual,Manual,First Owner,22,1498,99,215,2500,5,United States
Hyundai,Verna,2014,736000,125000,Diesel,Individual,Automatic,First Owner,22,1582,126,260,2325,5,South Korea
Maruti,Swift,2018,700000,45000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Chevrolet,Spark,2011,150000,30000,Petrol,Individual,Manual,First Owner,18,995,62,90,4200,5,United States
Maruti,Alto,2010,180000,80500,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Mahindra,Bolero,2013,550000,60000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Maruti,800,2004,50000,18000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Maruti,Zen,2006,80000,110000,Diesel,Individual,Manual,Second Owner,21,1527,58,789,2250,5,India
Maruti,Alto,2005,110000,90000,Petrol,Individual,Manual,Second Owner,20,796,46,62,3000,5,India
Honda,City,2006,180000,120000,Petrol,Individual,Manual,Second Owner,18,1497,78,13,2700,5,Japan
Volkswagen,Ameo,2018,560000,18000,Diesel,Individual,Manual,First Owner,22,1498,109,250,3000,5,Germany
Maruti,Vitara,2017,650000,70000,Diesel,Individual,Manual,First Owner,24,1248,88,200,1750,5,India
Mahindra,XUV500,2018,1150000,29000,Diesel,Individual,Manual,First Owner,15,2179,153,360,2800,7,India
Maruti,Baleno,2016,480000,65755,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Ford,EcoSport,2019,960000,2600,Diesel,Individual,Manual,First Owner,23,1498,99,205,3250,5,United States
Mahindra,XUV500,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,16,2179,140,330,2800,7,India
Hyundai,EON,2017,310000,15000,Petrol,Individual,Manual,Second Owner,21,814,55,74,4000,5,South Korea
Maruti,Swift,2014,500000,60000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Maruti,Alto,2017,350000,15500,Petrol,Individual,Automatic,First Owner,24,998,67,90,3500,5,India
Honda,Amaze,2015,365000,120000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Mahindra,Bolero,2007,240000,80000,Diesel,Individual,Manual,Second Owner,14,2523,63,180,1500,7,India
Ford,Figo,2018,590000,15000,Petrol,Individual,Manual,First Owner,18,1196,87,112,4000,5,United States
Toyota,Innova,2014,720000,80000,Diesel,Individual,Manual,Second Owner,13,2494,101,200,3400,8,Japan
Renault,Duster,2017,850000,50000,Diesel,Individual,Automatic,First Owner,20,1461,108,245,1750,5,France
Mahindra,Scorpio,2010,490000,110000,Diesel,Individual,Automatic,First Owner,12,2179,120,290,2800,8,India
Honda,Amaze,2013,325000,100000,Diesel,Individual,Manual,First Owner,26,1498,99,200,1750,5,Japan
Hyundai,Verna,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,22,1582,126,260,2250,5,South Korea
Mahindra,Bolero,2012,450000,135000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Tata,Indigo,2014,300000,50700,Diesel,Individual,Manual,First Owner,19,1405,69,135,2500,5,India
Volkswagen,Polo,2013,365000,70000,Diesel,Individual,Manual,Second Owner,22,1199,74,180,2000,5,Germany
Toyota,Innova,2014,900000,112000,Diesel,Individual,Manual,Second Owner,13,2494,101,200,3600,8,Japan
Hyundai,Grand,2018,700000,35000,Diesel,Individual,Manual,First Owner,24,1186,74,190,2000,5,South Korea
Renault,Duster,2017,880000,50000,Diesel,Individual,Manual,First Owner,20,1461,108,245,1750,5,France
Toyota,Innova,2014,700000,121000,Diesel,Individual,Manual,Third Owner,13,2494,101,200,3600,7,Japan
Mahindra,Scorpio,2009,380000,120000,Diesel,Individual,Manual,Second Owner,12,2179,120,290,2800,7,India
Toyota,Corolla,2006,150000,90000,Petrol,Individual,Manual,Third Owner,13,1794,125,16,4200,5,Japan
Maruti,Zen,2014,235000,70000,CNG,Individual,Manual,Second Owner,26,998,67,90,3500,5,India
Renault,KWID,2018,320000,20000,Petrol,Individual,Manual,First Owner,23,999,67,91,4250,5,France
Renault,Duster,2015,550000,60000,Diesel,Individual,Manual,First Owner,20,1461,84,200,1900,5,France
Mahindra,TUV,2017,645000,60000,Diesel,Individual,Manual,First Owner,18,1493,100,240,2800,7,India
Maruti,Wagon,2015,300000,110000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Hyundai,i20,2016,580000,152000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2125,5,South Korea
Mahindra,Bolero,2013,451000,70000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Tata,Nexon,2018,850000,50000,Petrol,Individual,Manual,First Owner,17,1198,108,170,4000,5,India
Maruti,Swift,2011,300000,125000,Diesel,Individual,Manual,First Owner,19,1248,74,190,2000,5,India
Ford,Figo,2016,350000,60000,Petrol,Individual,Manual,First Owner,18,1196,87,112,4000,5,United States
Maruti,Eeco,2014,300000,90000,CNG,Individual,Manual,First Owner,22,1196,63,83,3000,5,India
Maruti,Eeco,2017,390000,30000,CNG,Individual,Manual,First Owner,22,1196,63,83,3000,5,India
Toyota,Innova,2016,1200000,90000,Diesel,Individual,Manual,First Owner,13,2494,101,200,3600,8,Japan
Volkswagen,Ameo,2017,550000,20000,Petrol,Individual,Manual,First Owner,17,1198,74,110,3750,5,Germany
Maruti,Swift,2012,300000,110000,Diesel,Individual,Manual,Third Owner,23,1248,74,190,2000,5,India
Volkswagen,Vento,2012,300000,150000,Diesel,Individual,Manual,Second Owner,21,1598,104,250,2500,5,Germany
Hyundai,i20,2012,350000,110000,Diesel,Individual,Manual,First Owner,23,1396,90,22,2250,5,South Korea
Hyundai,Creta,2015,880000,120000,Diesel,Individual,Manual,Second Owner,20,1582,126,260,2325,5,South Korea
Hyundai,Accent,2010,160000,120000,CNG,Individual,Manual,Second Owner,13,1495,94,124,3500,5,South Korea
Tata,Sumo,2012,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15,2956,84,250,2000,7,India
Hyundai,i20,2016,660000,110000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2750,5,South Korea
Tata,Zest,2015,450000,40000,Petrol,Individual,Manual,First Owner,18,1193,89,140,4000,5,India
Volkswagen,Polo,2012,400000,110000,Diesel,Individual,Manual,Second Owner,20,1598,104,250,2500,5,Germany
Chevrolet,Beat,2010,140000,60000,Petrol,Individual,Manual,First Owner,19,1199,79,108,4400,5,United States
Maruti,Zen,2012,195000,35000,Petrol,Individual,Manual,Second Owner,19,998,67,90,3500,5,India
Hyundai,i20,2015,500000,45000,Petrol,Individual,Manual,First Owner,17,1197,82,115,4000,5,South Korea
Tata,Nano,2012,60000,45000,Petrol,Individual,Manual,First Owner,25,624,38,51,5004,4,India
Tata,Zest,2016,400000,25000,Petrol,Individual,Manual,First Owner,18,1193,89,140,4000,5,India
Hyundai,i20,2014,400000,10000,Petrol,Individual,Manual,First Owner,19,1197,82,115,4000,5,South Korea
Maruti,Wagon,2018,380000,19000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Baleno,2019,579000,10000,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Mahindra,KUV,2019,400000,25000,Petrol,Individual,Manual,First Owner,18,1198,82,115,3600,6,India
Hyundai,i10,2012,270000,30000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Mahindra,Bolero,2014,500000,90000,Diesel,Individual,Manual,First Owner,16,2523,62,195,2200,7,India
Tata,Tiago,2017,475000,20000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
